행정동명,행정동코드,Top1,number of Top1,Top2,number of Top2,Top3,number of Top3
인계동,4111573000,한식/백반/한정식,325,부동산중개,182,커피전문점/카페/다방,150
행궁동,4111574000,한식/백반/한정식,180,커피전문점/카페/다방,142,일반의류,125
매탄1동,4111751000,부동산중개,30,여성미용실,30,한식/백반/한정식,29
매탄2동,4111752000,여성미용실,34,한식/백반/한정식,27,커피전문점/카페/다방,25
매탄3동,4111753000,한식/백반/한정식,98,여성미용실,82,부동산중개,71
매탄4동,4111754000,한식/백반/한정식,40,여성미용실,38,부동산중개,31
원천동,4111755000,한식/백반/한정식,143,부동산중개,92,커피전문점/카페/다방,84
영통1동,4111757000,부동산중개,54,여성미용실,33,피아노/바이올린/기타,24
영통2동,4111758000,부동산중개,74,커피전문점/카페/다방,71,한식/백반/한정식,66
영통3동,4111758500,한식/백반/한정식,168,커피전문점/카페/다방,99,부동산중개,79
망포1동,4111759300,여성미용실,35,부동산중개,25,학원-입시,24
망포2동,4111759600,여성미용실,31,커피전문점/카페/다방,23,한식/백반/한정식,22
광교1동,4111760000,커피전문점/카페/다방,219,한식/백반/한정식,180,부동산중개,142
광교2동,4111761000,한식/백반/한정식,108,커피전문점/카페/다방,71,부동산중개,55
신흥1동,4113151000,한식/백반/한정식,53,여성미용실,46,부동산중개,30
신흥2동,4113152000,일반의류,40,부동산중개,37,여성미용실,19
신흥3동,4113153000,한식/백반/한정식,47,여성미용실,39,모텔/여관/여인숙,31
태평1동,4113154000,여성미용실,59,한식/백반/한정식,36,커피전문점/카페/다방,31
태평2동,4113155000,한식/백반/한정식,39,부동산중개,30,여성미용실,28
태평3동,4113156000,여성미용실,39,한식/백반/한정식,39,부동산중개,18
태평4동,4113156100,여성미용실,27,커피전문점/카페/다방,13,라면김밥분식,12
수진1동,4113157000,여성미용실,31,부동산중개,30,모텔/여관/여인숙,26
수진2동,4113158000,한식/백반/한정식,35,여성미용실,33,부동산중개,33
단대동,4113159000,한식/백반/한정식,37,부동산중개,27,여성미용실,16
산성동,4113160000,부동산중개,19,여성미용실,19,한식/백반/한정식,12
양지동,4113161000,여성미용실,29,커피전문점/카페/다방,13,한식/백반/한정식,12
복정동,4113162000,한식/백반/한정식,44,커피전문점/카페/다방,39,부동산중개,30
위례동,4113162500,커피전문점/카페/다방,115,한식/백반/한정식,105,부동산중개,89
신촌동,4113163000,커피전문점/카페/다방,14,한식/백반/한정식,12,부동산중개,7
고등동,4113164000,커피전문점/카페/다방,41,한식/백반/한정식,40,부동산중개,27
시흥동,4113165000,한식/백반/한정식,56,커피전문점/카페/다방,46,부동산중개,20
성남동,4113351000,한식/백반/한정식,185,부동산중개,124,여성미용실,101
중앙동,4113352500,모텔/여관/여인숙,178,한식/백반/한정식,46,여성미용실,37
금광1동,4113353000,한식/백반/한정식,23,부동산중개,22,여성미용실,19
금광2동,4113354000,한식/백반/한정식,72,부동산중개,67,여성미용실,66
은행1동,4113355000,부동산중개,12,여성미용실,10,후라이드/양념치킨,5
은행2동,4113356000,여성미용실,46,한식/백반/한정식,38,부동산중개,35
상대원1동,4113357000,한식/백반/한정식,89,부동산중개,71,커피전문점/카페/다방,39
상대원2동,4113358000,한식/백반/한정식,39,여성미용실,35,부동산중개,26
상대원3동,4113359000,여성미용실,45,한식/백반/한정식,40,부동산중개,22
하대원동,4113366000,자동차정비/카센타,39,한식/백반/한정식,30,여성미용실,28
도촌동,4113367000,커피전문점/카페/다방,40,여성미용실,39,한식/백반/한정식,37
분당동,4113551000,부동산중개,35,여성미용실,20,커피전문점/카페/다방,14
수내1동,4113552000,한식/백반/한정식,101,커피전문점/카페/다방,73,부동산중개,63
수내2동,4113553000,학원-입시,41,부동산중개,29,종합소매,23
수내3동,4113554000,학원-입시,77,부동산중개,24,한식/백반/한정식,24
정자동,4113554500,한식/백반/한정식,75,커피전문점/카페/다방,61,자동차정비/카센타,41
정자1동,4113555000,한식/백반/한정식,89,부동산중개,87,커피전문점/카페/다방,81
정자2동,4113556000,부동산중개,23,여성미용실,15,비만/피부관리,9
정자3동,4113557000,부동산중개,32,커피전문점/카페/다방,16,여성미용실,10
서현1동,4113558000,한식/백반/한정식,187,커피전문점/카페/다방,164,부동산중개,127
서현2동,4113559000,학원-입시,57,여성미용실,39,부동산중개,31
이매1동,4113560000,학원-입시,47,여성미용실,29,부동산중개,26
이매2동,4113561000,부동산중개,30,학원-입시,22,커피전문점/카페/다방,18
야탑1동,4113562000,한식/백반/한정식,113,비만/피부관리,64,커피전문점/카페/다방,57
야탑2동,4113563000,부동산중개,27,학원-입시,18,여성미용실,15
야탑3동,4113564000,한식/백반/한정식,41,커피전문점/카페/다방,40,부동산중개,39
판교동,4113565000,부동산중개,49,여성미용실,37,꽃집/꽃배달,31
삼평동,4113565500,한식/백반/한정식,148,커피전문점/카페/다방,135,부동산중개,75
백현동,4113565700,커피전문점/카페/다방,78,한식/백반/한정식,70,화장품판매점,54
금곡동,4113566200,부동산중개,71,여성미용실,53,커피전문점/카페/다방,48
구미1동,4113566500,일반의류,82,한식/백반/한정식,42,커피전문점/카페/다방,39
구미동,4113567000,부동산중개,80,한식/백반/한정식,75,커피전문점/카페/다방,62
운중동,4113568000,부동산중개,83,커피전문점/카페/다방,65,한식/백반/한정식,53
의정부1동,4115051000,한식/백반/한정식,273,일반의류,195,커피전문점/카페/다방,155
의정부2동,4115052000,한식/백반/한정식,144,커피전문점/카페/다방,82,여성미용실,68
호원1동,4115054500,여성미용실,57,부동산중개,48,한식/백반/한정식,45
호원2동,4115055500,여성미용실,54,한식/백반/한정식,48,부동산중개,46
장암동,4115056100,한식/백반/한정식,33,꽃집/꽃배달,25,여성미용실,24
신곡1동,4115056700,여성미용실,59,한식/백반/한정식,45,커피전문점/카페/다방,41
신곡2동,4115056800,한식/백반/한정식,63,여성미용실,62,커피전문점/카페/다방,49
송산1동,4115057300,한식/백반/한정식,82,여성미용실,73,부동산중개,70
송산2동,4115057600,한식/백반/한정식,66,커피전문점/카페/다방,55,여성미용실,54
송산3동,4115057800,한식/백반/한정식,113,커피전문점/카페/다방,97,여성미용실,72
자금동,4115058000,한식/백반/한정식,67,부동산중개,44,여성미용실,40
가능동,4115059500,한식/백반/한정식,91,여성미용실,63,커피전문점/카페/다방,51
흥선동,4115061500,한식/백반/한정식,65,여성미용실,39,커피전문점/카페/다방,31
녹양동,4115062000,여성미용실,43,한식/백반/한정식,38,부동산중개,31
안양1동,4117151000,일반의류,82,커피전문점/카페/다방,77,여성의류전문점,74
안양2동,4117152000,한식/백반/한정식,60,여성미용실,40,부동산중개,32
안양3동,4117153000,한식/백반/한정식,47,여성미용실,43,커피전문점/카페/다방,34
안양4동,4117154000,한식/백반/한정식,70,일반의류,35,커피전문점/카페/다방,30
안양5동,4117155000,한식/백반/한정식,36,여성미용실,31,부동산중개,30
안양6동,4117156000,부동산중개,53,여성미용실,50,한식/백반/한정식,44
안양7동,4117157000,사업경영상담,49,부동산중개,44,한식/백반/한정식,39
안양8동,4117158000,여성미용실,31,부동산중개,19,커피전문점/카페/다방,19
안양9동,4117158100,한식/백반/한정식,33,여성미용실,21,세탁소/빨래방,13
석수1동,4117159000,한식/백반/한정식,55,커피전문점/카페/다방,44,부동산중개,31
석수2동,4117160000,여성미용실,52,한식/백반/한정식,40,부동산중개,34
석수3동,4117161000,한식/백반/한정식,21,부동산중개,15,여성미용실,14
박달1동,4117162100,한식/백반/한정식,47,여성미용실,42,커피전문점/카페/다방,29
박달2동,4117163000,여성미용실,30,부동산중개,28,한식/백반/한정식,23
비산1동,4117351000,부동산중개,37,여성미용실,26,비만/피부관리,21
비산2동,4117352000,부동산중개,22,여성미용실,19,커피전문점/카페/다방,16
비산3동,4117353000,한식/백반/한정식,56,여성미용실,38,부동산중개,36
부흥동,4117354000,여성미용실,30,부동산중개,28,학원-입시,18
달안동,4117354600,부동산중개,21,여성미용실,13,한식/백반/한정식,11
관양1동,4117355000,커피전문점/카페/다방,96,한식/백반/한정식,89,여성미용실,85
관양2동,4117356000,한식/백반/한정식,127,커피전문점/카페/다방,103,부동산중개,80
부림동,4117356600,부동산중개,90,한식/백반/한정식,52,커피전문점/카페/다방,52
평촌동,4117357000,부동산중개,34,여성미용실,27,커피전문점/카페/다방,27
평안동,4117357600,부동산중개,50,여성미용실,27,세탁소/빨래방,17
귀인동,4117357800,학원-입시,60,학원-외국어/어학,41,한식/백반/한정식,39
호계1동,4117358000,유리/페인트/철물건축자재,75,부동산중개,62,커피전문점/카페/다방,46
호계2동,4117359000,부동산중개,49,한식/백반/한정식,45,여성미용실,31
호계3동,4117360000,한식/백반/한정식,35,여성미용실,34,부동산중개,30
범계동,4117361000,여성의류전문점,91,커피전문점/카페/다방,70,한식/백반/한정식,70
신촌동,4117362000,학원-입시,58,학원-외국어/어학,29,부동산중개,24
갈산동,4117363000,여성미용실,20,커피전문점/카페/다방,15,부동산중개,15
심곡동,4119060300,여성미용실,170,한식/백반/한정식,155,부동산중개,148
부천동,4119060600,한식/백반/한정식,191,여성미용실,167,부동산중개,159
중동,4119061000,한식/백반/한정식,92,부동산중개,84,여성미용실,82
상동,4119062000,부동산중개,4,국수/만두/칼국수,3,한식/백반/한정식,3
신중동,4119074200,부동산중개,246,커피전문점/카페/다방,181,여성미용실,178
상동,4119074400,부동산중개,203,여성미용실,122,비만/피부관리,121
대산동,4119074600,여성미용실,139,부동산중개,134,한식/백반/한정식,103
소사본동,4119075000,여성미용실,75,부동산중개,75,한식/백반/한정식,64
범안동,4119079500,부동산중개,106,여성미용실,104,커피전문점/카페/다방,99
성곡동,4119080000,여성미용실,134,한식/백반/한정식,109,부동산중개,91
오정동,4119083000,한식/백반/한정식,178,부동산중개,147,여성미용실,137
광명1동,4121051000,부동산중개,4,일반의류,3,일반가전제품,3
광명2동,4121052000,한식/백반/한정식,23,부동산중개,15,일반가구소매,14
광명3동,4121054000,한식/백반/한정식,42,일반의류,36,부동산중개,26
광명4동,4121055000,한식/백반/한정식,43,여성미용실,29,부동산중개,28
광명5동,4121056000,여성미용실,21,부동산중개,20,한식/백반/한정식,14
광명6동,4121057000,한식/백반/한정식,30,부동산중개,21,유리/페인트/철물건축자재,14
광명7동,4121058000,꽃집/꽃배달,46,여성미용실,39,부동산중개,32
철산1동,4121059000,여성미용실,10,학원(종합),9,부동산중개,8
철산2동,4121060000,부동산중개,20,커피전문점/카페/다방,19,한식/백반/한정식,17
철산3동,4121061000,부동산중개,61,한식/백반/한정식,49,여성미용실,42
철산4동,4121062000,부동산중개,17,여성미용실,15,커피전문점/카페/다방,13
하안1동,4121063100,한식/백반/한정식,65,커피전문점/카페/다방,33,여성미용실,29
하안2동,4121063200,부동산중개,21,여성미용실,18,어린이집,13
하안3동,4121063300,부동산중개,37,여성미용실,34,한식/백반/한정식,30
하안4동,4121063400,여성미용실,12,피아노/바이올린/기타,10,학원-입시,9
소하1동,4121064000,한식/백반/한정식,71,커피전문점/카페/다방,50,여성미용실,33
소하2동,4121065000,한식/백반/한정식,106,부동산중개,85,커피전문점/카페/다방,80
일직동,4121065500,커피전문점/카페/다방,18,사업경영상담,15,한식/백반/한정식,10
학온동,4121066000,꽃집/꽃배달,75,부동산중개,27,자동차정비/카센타,23
팽성읍,4122025000,한식/백반/한정식,177,부동산중개,88,편의점,56
안중읍,4122025300,한식/백반/한정식,186,부동산중개,114,여성미용실,99
포승읍,4122025600,한식/백반/한정식,195,편의점,73,부동산중개,66
청북읍,4122025900,한식/백반/한정식,63,부동산중개,61,편의점,35
진위면,4122031000,한식/백반/한정식,63,자동차정비/카센타,30,부동산중개,29
서탄면,4122032000,한식/백반/한정식,40,부동산중개,15,편의점,14
